graph,instance,algorithm,requests,robots,capacity,demand,num_instance,isBigTW,cost,time,distance,used_vehicles,used_max,used_min,used_mean,computational_time
random,3HR_6Q_100RQT_2q_9,MILP,100,3,6,2,9,False,10548.0,12259.0,10528.0,2.0,7466.0,3062.0,5264.0,2.93
random,3HR_6Q_100RQT_2q_9,Heuristic,100,3,6,2,9,False,10715.0,12261.183267879978,10695.123404509459,2.0,7719.1049236574545,2976.018480852005,5347.561702254729,0.6794760227203369
random,3HR_6Q_100RQT_2q_0,MILP,100,3,6,2,0,False,10108.0,11114.0,10088.0,2.0,6937.0,3151.0,5044.0,3.11
random,3HR_6Q_100RQT_2q_0,Heuristic,100,3,6,2,0,False,10048.0,11051.81820955809,10028.840420874807,2.0,6964.6535706290315,3064.186850245776,5014.4202104374035,0.6604926586151123
random,3HR_6Q_100RQT_2q_7,MILP,100,3,6,2,7,False,10218.0,11447.0,10188.0,3.0,6255.0,1049.0,3396.0,2.99
random,3HR_6Q_100RQT_2q_7,Heuristic,100,3,6,2,7,False,10279.0,11449.385476530722,10249.363073244178,3.0,6004.467162075698,1335.365712188269,3416.4543577480595,0.6059870719909668
random,9HR_6Q_100RQT_3q_1,MILP,100,9,6,3,1,False,10380.0,11592.0,10350.0,3.0,6345.0,1280.0,3450.0,4.12
random,9HR_6Q_100RQT_3q_1,Heuristic,100,9,6,3,1,False,10522.0,11573.806564734985,10492.559911585286,3.0,6212.80304313056,1208.8553651737839,3497.5199705284285,0.7159700393676758
random,9HR_6Q_50RQT_2q_0,MILP,50,9,6,2,0,False,5616.0,5982.0,5586.0,3.0,3852.0,774.0,1862.0,1.58
random,9HR_6Q_50RQT_2q_0,Heuristic,50,9,6,2,0,False,5606.0,5983.311424850835,5576.7397463192265,3.0,3090.1324645106884,272.9874727376897,1858.9132487730756,0.2194681167602539
random,9HR_6Q_50RQT_2q_7,MILP,50,9,6,2,7,False,5522.0,6364.0,5492.0,3.0,2740.0,590.0,1830.6666666666667,1.69
random,9HR_6Q_50RQT_2q_7,Heuristic,50,9,6,2,7,False,5563.0,6368.168002142209,5533.189714251603,3.0,3034.878655471097,512.2147665323916,1844.396571417201,0.23993515968322754
random,9HR_6Q_100RQT_3q_6,MILP,100,9,6,3,6,False,10467.0,12511.0,10437.0,3.0,4335.0,2280.0,3479.0,4.12
random,9HR_6Q_100RQT_3q_6,Heuristic,100,9,6,3,6,False,10609.0,12514.552872494645,10579.80438885684,3.0,3859.720061829996,2909.2735210777378,3526.60146295228,0.7233936786651611
random,9HR_6Q_100RQT_3q_8,MILP,100,9,6,3,8,False,9158.0,10948.0,9128.0,3.0,5988.0,994.0,3042.6666666666665,5.12
random,9HR_6Q_100RQT_3q_8,Heuristic,100,9,6,3,8,False,9240.0,10949.950498261116,9210.303809503665,3.0,5414.013475920277,1515.830015016502,3070.101269834555,0.6883680820465088
random,9HR_6Q_50RQT_2q_9,MILP,50,9,6,2,9,False,5182.0,6140.0,5142.0,4.0,2541.0,92.0,1285.5,1.61
random,9HR_6Q_50RQT_2q_9,Heuristic,50,9,6,2,9,False,5221.0,6141.830756876679,5181.384244290379,4.0,2910.577826209201,93.5565532720671,1295.3460610725947,0.21135497093200684
random,6HR_6Q_100RQT_2q_bigTW_0,MILP,100,6,6,2,0,True,9821.0,10983.0,9791.0,3.0,7168.0,263.0,3263.6666666666665,17.69
random,6HR_6Q_100RQT_2q_bigTW_0,Heuristic,100,6,6,2,0,True,9900.0,10986.334494099034,9870.102068720376,3.0,7226.026523181984,500.4854434019837,3290.034022906792,0.7002582550048828
random,6HR_6Q_100RQT_3q_bigTW_0,MILP,100,6,6,3,0,True,9839.0,10983.0,9809.0,3.0,7186.0,319.0,3269.6666666666665,15.98
random,6HR_6Q_100RQT_3q_bigTW_0,Heuristic,100,6,6,3,0,True,9919.0,10986.334494099034,9889.062108840577,3.0,7244.986563302185,500.4854434019837,3296.3540362801923,0.7362220287322998
random,6HR_6Q_100RQT_2q_0,MILP,100,6,6,2,0,False,9708.0,11049.0,9678.0,3.0,6258.0,319.0,3226.0,3.4
random,6HR_6Q_100RQT_2q_0,Heuristic,100,6,6,2,0,False,9711.0,11051.81820955809,9681.390904447333,3.0,6941.0422516518265,500.4854434019837,3227.1303014824443,0.6912472248077393
random,3HR_6Q_50RQT_3q_bigTW_5,MILP,50,3,6,3,5,True,5878.0,6248.0,5858.0,2.0,5019.0,839.0,2929.0,6.49
random,3HR_6Q_50RQT_3q_bigTW_5,Heuristic,50,3,6,3,5,True,5923.0,6249.800137265849,5903.048462325111,2.0,4974.321151243848,928.727311081263,2951.5242311625557,0.1819169521331787
random,3HR_6Q_50RQT_2q_bigTW_5,MILP,50,3,6,2,5,True,5878.0,6248.0,5858.0,2.0,5019.0,839.0,2929.0,7.19
random,3HR_6Q_50RQT_2q_bigTW_5,Heuristic,50,3,6,2,5,True,5923.0,6249.800137265849,5903.048462325111,2.0,4974.321151243848,928.727311081263,2951.5242311625557,0.18387579917907715
random,6HR_6Q_50RQT_2q_8,MILP,50,6,6,2,8,False,5078.0,5749.0,5048.0,3.0,3320.0,173.0,1682.6666666666667,1.56
random,6HR_6Q_50RQT_2q_8,Heuristic,50,6,6,2,8,False,5118.0,5751.568103179583,5088.943242133065,3.0,3462.2999569823805,176.15322334032385,1696.3144140443549,0.18804311752319336
random,6HR_6Q_100RQT_3q_bigTW_7,MILP,100,6,6,3,7,True,10169.0,11381.0,10139.0,3.0,6922.0,1049.0,3379.6666666666665,17.56
random,6HR_6Q_100RQT_3q_bigTW_7,Heuristic,100,6,6,3,7,True,10256.0,11383.901761071666,10226.948213234682,3.0,6395.7859020315245,1523.441157037678,3408.982737744894,0.6691699028015137
random,6HR_6Q_100RQT_2q_bigTW_7,MILP,100,6,6,2,7,True,10126.0,11381.0,10096.0,3.0,6879.0,1049.0,3365.3333333333335,16.88
random,6HR_6Q_100RQT_2q_bigTW_7,Heuristic,100,6,6,2,7,True,10201.0,11383.901761071666,10171.509806892484,3.0,6340.347495689327,1523.441157037678,3390.503268964161,0.6646902561187744
random,3HR_6Q_50RQT_2q_bigTW_2,MILP,50,3,6,2,2,True,5141.0,5752.0,5121.0,2.0,4381.0,740.0,2560.5,7.58
random,3HR_6Q_50RQT_2q_bigTW_2,Heuristic,50,3,6,2,2,True,5181.0,5754.005611559549,5161.772603977501,2.0,4414.488153990517,747.2844499869832,2580.8863019887503,0.1789379119873047
random,3HR_6Q_50RQT_3q_bigTW_2,MILP,50,3,6,3,2,True,5086.0,5752.0,5066.0,2.0,4594.0,472.0,2533.0,6.96
random,3HR_6Q_50RQT_3q_bigTW_2,Heuristic,50,3,6,3,2,True,5181.0,5754.005611559549,5161.772603977501,2.0,4414.488153990517,747.2844499869832,2580.8863019887503,0.1777946949005127
random,6HR_6Q_100RQT_2q_7,MILP,100,6,6,2,7,False,10071.0,11447.0,10031.0,4.0,6610.0,200.0,2507.75,3.5
random,6HR_6Q_100RQT_2q_7,Heuristic,100,6,6,2,7,False,10143.0,11449.385476530722,10103.690963685234,4.0,5530.789136824853,203.19684359485512,2525.9227409213086,0.6488828659057617
random,6HR_6Q_50RQT_2q_1,MILP,50,6,6,2,1,False,5274.0,5746.0,5254.0,2.0,4547.0,707.0,2627.0,1.57
random,6HR_6Q_50RQT_2q_1,Heuristic,50,6,6,2,1,False,5314.0,5767.27598092536,5294.221996259455,2.0,4880.222134430257,413.99986182919827,2647.1109981297277,0.20084285736083984
random,6HR_6Q_100RQT_2q_9,MILP,100,6,6,2,9,False,10274.0,12262.0,10244.0,3.0,5328.0,2144.0,3414.6666666666665,3.46
random,6HR_6Q_100RQT_2q_9,Heuristic,100,6,6,2,9,False,10200.0,12263.115352010373,10160.285355438285,4.0,4932.160428395787,614.6919317154775,2540.0713388595714,0.6828038692474365
random,6HR_6Q_100RQT_2q_bigTW_9,MILP,100,6,6,2,9,True,10208.0,12196.0,10178.0,3.0,4848.0,2144.0,3392.6666666666665,16.02
random,6HR_6Q_100RQT_2q_bigTW_9,Heuristic,100,6,6,2,9,True,10285.0,12197.631636551316,10255.349637340105,3.0,5375.408856517836,1616.7214388032005,3418.4498791133683,0.6910138130187988
random,6HR_6Q_100RQT_3q_bigTW_9,MILP,100,6,6,3,9,True,10208.0,12196.0,10178.0,3.0,4848.0,2144.0,3392.6666666666665,15.15
random,6HR_6Q_100RQT_3q_bigTW_9,Heuristic,100,6,6,3,9,True,10285.0,12197.631636551316,10255.349637340105,3.0,5375.408856517836,1616.7214388032005,3418.4498791133683,0.6916699409484863
random,6HR_6Q_50RQT_2q_6,MILP,50,6,6,2,6,False,5350.0,6020.0,5320.0,3.0,2645.0,191.0,1773.3333333333333,1.52
random,6HR_6Q_50RQT_2q_6,Heuristic,50,6,6,2,6,False,5392.0,6020.925458234952,5362.6434934940535,3.0,2720.4593037171285,192.53141112984218,1787.5478311646846,0.18940091133117676
random,9HR_6Q_50RQT_2q_8,MILP,50,9,6,2,8,False,5078.0,5749.0,5048.0,3.0,3576.0,173.0,1682.6666666666667,1.65
random,9HR_6Q_50RQT_2q_8,Heuristic,50,9,6,2,8,False,5118.0,5751.568103179583,5088.943242133065,3.0,3462.2999569823805,176.15322334032385,1696.3144140443549,0.21216416358947754
random,9HR_6Q_100RQT_3q_9,MILP,100,9,6,3,9,False,10345.0,12262.0,10315.0,3.0,6236.0,1044.0,3438.3333333333335,5.21
random,9HR_6Q_100RQT_3q_9,Heuristic,100,9,6,3,9,False,10223.0,12263.115352010373,10183.9910094566,4.0,4955.8660824141,614.6919317154775,2545.99775236415,0.7186431884765625
random,9HR_6Q_100RQT_3q_7,MILP,100,9,6,3,7,False,10114.0,11447.0,10074.0,4.0,5999.0,200.0,2518.5,4.27
random,9HR_6Q_100RQT_3q_7,Heuristic,100,9,6,3,7,False,10199.0,11449.385476530722,10159.129370027431,4.0,5826.915238070499,203.19684359485512,2539.7823425068577,0.7158420085906982
random,9HR_6Q_50RQT_2q_6,MILP,50,9,6,2,6,False,5339.0,6020.0,5309.0,3.0,3019.0,191.0,1769.6666666666667,1.64
random,9HR_6Q_50RQT_2q_6,Heuristic,50,9,6,2,6,False,5392.0,6020.925458234952,5362.643493494053,3.0,2720.4593037171285,192.53141112984218,1787.547831164684,0.210845947265625
random,9HR_6Q_50RQT_2q_1,MILP,50,9,6,2,1,False,4995.0,5766.0,4955.0,4.0,2428.0,259.0,1238.75,1.64
random,9HR_6Q_50RQT_2q_1,Heuristic,50,9,6,2,1,False,5043.0,5727.318457600148,5003.495518553204,4.0,2448.33822928257,406.8862979258317,1250.873879638301,0.20341801643371582
random,9HR_6Q_100RQT_3q_0,MILP,100,9,6,3,0,False,9775.0,11049.0,9745.0,3.0,6496.0,319.0,3248.3333333333335,5.18
random,9HR_6Q_100RQT_3q_0,Heuristic,100,9,6,3,0,False,9730.0,11051.81820955809,9700.350944567534,3.0,6960.002291772027,500.4854434019837,3233.4503148558447,0.7374811172485352
random,6HR_6Q_100RQT_2q_8,MILP,100,6,6,2,8,False,9131.0,10948.0,9101.0,3.0,5814.0,994.0,3033.6666666666665,3.35
random,6HR_6Q_100RQT_2q_8,Heuristic,100,6,6,2,8,False,9213.0,10949.950498261116,9183.1554011931,3.0,5712.867320213206,1359.7787413914534,3061.0518003977,0.6451950073242188
random,6HR_6Q_50RQT_2q_7,MILP,50,6,6,2,7,False,5547.0,6325.0,5507.0,4.0,2806.0,386.0,1376.75,1.64
random,6HR_6Q_50RQT_2q_7,Heuristic,50,6,6,2,7,False,5563.0,6368.168002142209,5533.189714251603,3.0,2763.2708012400144,753.0102324626253,1844.396571417201,0.20972585678100586
random,6HR_6Q_100RQT_2q_bigTW_8,MILP,100,6,6,2,8,True,9084.0,10883.0,9054.0,3.0,5555.0,1174.0,3018.0,14.99
random,6HR_6Q_100RQT_2q_bigTW_8,Heuristic,100,6,6,2,8,True,9166.0,10884.46678280206,9136.408222875922,3.0,5495.2310102479105,1530.6678730395697,3045.469407625307,0.6542611122131348
random,6HR_6Q_100RQT_3q_bigTW_8,MILP,100,6,6,3,8,True,9111.0,10883.0,9081.0,3.0,5491.0,1174.0,3027.0,17.54
random,6HR_6Q_100RQT_3q_bigTW_8,Heuristic,100,6,6,3,8,True,9193.0,10884.46678280206,9163.556631186486,3.0,5443.686305426049,1530.6678730395697,3054.518877062162,0.6670949459075928
random,6HR_6Q_50RQT_2q_0,MILP,50,6,6,2,0,False,5567.0,5982.0,5537.0,3.0,3064.0,272.0,1845.6666666666667,1.55
random,6HR_6Q_50RQT_2q_0,Heuristic,50,6,6,2,0,False,5656.0,5983.311424850835,5626.222771999306,3.0,3390.567378693228,903.6115206192776,1875.4075906664355,0.19156098365783691
random,6HR_6Q_100RQT_3q_bigTW_6,MILP,100,6,6,3,6,True,10710.0,12442.0,10680.0,3.0,4838.0,2843.0,3560.0,16.61
random,6HR_6Q_100RQT_3q_bigTW_6,Heuristic,100,6,6,3,6,True,10736.0,12444.374419398573,10706.80835110382,3.0,5050.311925690057,2533.89625948602,3568.936117034607,0.6775670051574707
random,6HR_6Q_100RQT_2q_bigTW_6,MILP,100,6,6,2,6,True,10710.0,12442.0,10680.0,3.0,4838.0,2843.0,3560.0,15.46
random,6HR_6Q_100RQT_2q_bigTW_6,Heuristic,100,6,6,2,6,True,10736.0,12444.374419398573,10706.80835110382,3.0,5050.311925690057,2533.89625948602,3568.936117034607,0.675908088684082
random,6HR_6Q_50RQT_2q_9,MILP,50,6,6,2,9,False,5182.0,6140.0,5142.0,4.0,2509.0,92.0,1285.5,1.58
random,6HR_6Q_50RQT_2q_9,Heuristic,50,6,6,2,9,False,5221.0,6141.830756876679,5181.384244290379,4.0,2910.577826209201,93.5565532720671,1295.3460610725947,0.18532800674438477
random,6HR_6Q_100RQT_2q_6,MILP,100,6,6,2,6,False,10523.0,12511.0,10493.0,3.0,3830.0,2882.0,3497.6666666666665,3.44
random,6HR_6Q_100RQT_2q_6,Heuristic,100,6,6,2,6,False,10553.0,12514.552872494645,10523.60349031961,3.0,4250.594839193434,2112.3291218984764,3507.867830106537,0.6696488857269287
random,3HR_6Q_50RQT_2q_bigTW_3,MILP,50,3,6,2,3,True,5332.0,6167.0,5302.0,3.0,3809.0,651.0,1767.3333333333333,6.92
random,3HR_6Q_50RQT_2q_bigTW_3,Heuristic,50,3,6,2,3,True,5384.0,6106.66776494164,5354.808061993822,3.0,3692.9306619514423,659.3856484958716,1784.9360206646072,0.17155933380126953
random,3HR_6Q_50RQT_3q_bigTW_3,MILP,50,3,6,3,3,True,5332.0,6167.0,5302.0,3.0,3809.0,651.0,1767.3333333333333,6.37
random,3HR_6Q_50RQT_3q_bigTW_3,Heuristic,50,3,6,3,3,True,5390.0,6106.66776494164,5360.027755470259,3.0,3698.1503554278793,659.3856484958716,1786.6759184900864,0.16753482818603516
random,6HR_6Q_100RQT_2q_bigTW_1,MILP,100,6,6,2,1,True,10701.0,11536.0,10681.0,2.0,10000.0,681.0,5340.5,16.8
random,6HR_6Q_100RQT_2q_bigTW_1,Heuristic,100,6,6,2,1,True,10829.0,11537.137893618372,10809.905043315737,2.0,9506.262779257302,1303.6422640584356,5404.952521657869,0.8052501678466797
random,6HR_6Q_100RQT_3q_bigTW_1,MILP,100,6,6,3,1,True,10710.0,11536.0,10690.0,2.0,10009.0,681.0,5345.0,16.83
random,6HR_6Q_100RQT_3q_bigTW_1,Heuristic,100,6,6,3,1,True,10831.0,11537.137893618372,10811.162534004608,2.0,9507.520269946173,1303.6422640584356,5405.581267002304,0.7936387062072754
random,3HR_6Q_50RQT_3q_bigTW_4,MILP,50,3,6,3,4,True,5327.0,6129.0,5307.0,2.0,4150.0,1157.0,2653.5,7.14
random,3HR_6Q_50RQT_3q_bigTW_4,Heuristic,50,3,6,3,4,True,5368.0,6130.377102466389,5348.834128307357,2.0,4179.279059572263,1169.5550687350938,2674.4170641536784,0.17839312553405762
random,3HR_6Q_50RQT_2q_bigTW_4,MILP,50,3,6,2,4,True,5327.0,6129.0,5307.0,2.0,4150.0,1157.0,2653.5,7.54
random,3HR_6Q_50RQT_2q_bigTW_4,Heuristic,50,3,6,2,4,True,5368.0,6130.377102466389,5348.834128307357,2.0,4179.279059572263,1169.5550687350938,2674.4170641536784,0.17847084999084473
random,6HR_6Q_100RQT_2q_1,MILP,100,6,6,2,1,False,10665.0,11640.0,10635.0,3.0,9040.0,621.0,3545.0,3.49
random,6HR_6Q_100RQT_2q_1,Heuristic,100,6,6,2,1,False,10911.0,11602.621609077429,10881.336921459597,3.0,9073.033605184832,353.6785354153824,3627.112307153199,0.7415339946746826
random,9HR_6Q_50RQT_3q_8,MILP,50,9,6,3,8,False,5078.0,5749.0,5048.0,3.0,3576.0,173.0,1682.6666666666667,1.71
random,9HR_6Q_50RQT_3q_8,Heuristic,50,9,6,3,8,False,5118.0,5751.568103179583,5088.943242133065,3.0,3462.2999569823805,176.15322334032385,1696.3144140443549,0.21397018432617188
random,9HR_6Q_50RQT_2q_bigTW_4,MILP,50,9,6,2,4,True,5327.0,6129.0,5307.0,2.0,4144.0,1163.0,2653.5,8.37
random,9HR_6Q_50RQT_2q_bigTW_4,Heuristic,50,9,6,2,4,True,5368.0,6130.377102466389,5348.176395796205,2.0,4173.090082879558,1175.086312916646,2674.0881978981024,0.22433781623840332
random,9HR_6Q_100RQT_2q_9,MILP,100,9,6,2,9,False,10326.0,12262.0,10296.0,3.0,6244.0,1044.0,3432.0,4.25
random,9HR_6Q_100RQT_2q_9,Heuristic,100,9,6,2,9,False,10200.0,12263.115352010373,10160.285355438285,4.0,4932.160428395787,614.6919317154775,2540.0713388595714,0.713817834854126
random,9HR_6Q_50RQT_3q_bigTW_4,MILP,50,9,6,3,4,True,5327.0,6129.0,5307.0,2.0,4144.0,1163.0,2653.5,7.97
random,9HR_6Q_50RQT_3q_bigTW_4,Heuristic,50,9,6,3,4,True,5368.0,6130.377102466389,5348.176395796205,2.0,4173.090082879558,1175.086312916646,2674.0881978981024,0.22411894798278809
random,9HR_6Q_50RQT_3q_bigTW_3,MILP,50,9,6,3,3,True,5250.0,6158.0,5220.0,3.0,2603.0,1188.0,1740.0,7.66
random,9HR_6Q_50RQT_3q_bigTW_3,Heuristic,50,9,6,3,3,True,5290.0,6160.046641700788,5260.70528909414,3.0,2623.210723580665,1308.7712446381865,1753.5684296980469,0.21058297157287598
random,9HR_6Q_50RQT_2q_bigTW_3,MILP,50,9,6,2,3,True,5250.0,6158.0,5220.0,3.0,2603.0,1188.0,1740.0,6.85
random,9HR_6Q_50RQT_2q_bigTW_3,Heuristic,50,9,6,2,3,True,5290.0,6160.046641700788,5260.70528909414,3.0,2623.210723580665,1308.7712446381865,1753.5684296980469,0.2128279209136963
random,9HR_6Q_100RQT_2q_7,MILP,100,9,6,2,7,False,10071.0,11447.0,10031.0,4.0,5956.0,200.0,2507.75,4.16
random,9HR_6Q_100RQT_2q_7,Heuristic,100,9,6,2,7,False,10143.0,11449.385476530722,10103.690963685234,4.0,5771.476831728302,203.19684359485512,2525.9227409213086,0.7108099460601807
random,9HR_6Q_50RQT_3q_6,MILP,50,9,6,3,6,False,5339.0,6020.0,5309.0,3.0,3019.0,191.0,1769.6666666666667,1.63
random,9HR_6Q_50RQT_3q_6,Heuristic,50,9,6,3,6,False,5392.0,6020.925458234952,5362.643493494053,3.0,2720.4593037171285,192.53141112984218,1787.547831164684,0.21220993995666504
random,9HR_6Q_50RQT_3q_1,MILP,50,9,6,3,1,False,4995.0,5766.0,4955.0,4.0,2428.0,259.0,1238.75,1.65
random,9HR_6Q_50RQT_3q_1,Heuristic,50,9,6,3,1,False,5043.0,5727.318457600148,5003.495518553204,4.0,2448.33822928257,406.8862979258317,1250.873879638301,0.2065727710723877
random,9HR_6Q_100RQT_2q_0,MILP,100,9,6,2,0,False,9757.0,11049.0,9727.0,3.0,6478.0,319.0,3242.3333333333335,4.16
random,9HR_6Q_100RQT_2q_0,Heuristic,100,9,6,2,0,False,9711.0,11051.81820955809,9681.390904447333,3.0,6941.0422516518265,500.4854434019837,3227.1303014824443,0.7371602058410645
random,6HR_6Q_100RQT_3q_8,MILP,100,6,6,3,8,False,9158.0,10948.0,9128.0,3.0,5718.0,994.0,3042.6666666666665,3.4
random,6HR_6Q_100RQT_3q_8,Heuristic,100,6,6,3,8,False,9240.0,10949.950498261116,9210.303809503666,3.0,5661.322615391346,1359.7787413914534,3070.1012698345553,0.642388105392456
random,6HR_6Q_50RQT_3q_7,MILP,50,6,6,3,7,False,5547.0,6325.0,5507.0,4.0,2806.0,386.0,1376.75,1.64
random,6HR_6Q_50RQT_3q_7,Heuristic,50,6,6,3,7,False,5563.0,6368.168002142209,5533.189714251603,3.0,2763.2708012400144,753.0102324626253,1844.396571417201,0.1934220790863037
random,6HR_6Q_50RQT_3q_0,MILP,50,6,6,3,0,False,5567.0,5982.0,5537.0,3.0,3064.0,272.0,1845.6666666666667,1.55
random,6HR_6Q_50RQT_3q_0,Heuristic,50,6,6,3,0,False,5656.0,5983.311424850835,5626.222771999306,3.0,3390.567378693228,903.6115206192776,1875.4075906664355,0.19457507133483887
random,6HR_6Q_50RQT_3q_9,MILP,50,6,6,3,9,False,5207.0,6140.0,5167.0,4.0,2509.0,92.0,1291.75,1.55
random,6HR_6Q_50RQT_3q_9,Heuristic,50,6,6,3,9,False,5247.0,6141.830756876679,5207.235016676885,4.0,2910.577826209201,93.5565532720671,1301.8087541692212,0.18475604057312012
random,6HR_6Q_100RQT_3q_6,MILP,100,6,6,3,6,False,10523.0,12511.0,10493.0,3.0,3830.0,2882.0,3497.6666666666665,3.41
random,6HR_6Q_100RQT_3q_6,Heuristic,100,6,6,3,6,False,10553.0,12514.552872494645,10523.60349031961,3.0,4250.594839193434,2112.3291218984764,3507.867830106537,0.6734452247619629
random,6HR_6Q_100RQT_3q_1,MILP,100,6,6,3,1,False,10726.0,11602.0,10696.0,3.0,8696.0,974.0,3565.3333333333335,3.49
random,6HR_6Q_100RQT_3q_1,Heuristic,100,6,6,3,1,False,10802.0,11641.056229554082,10782.951942952766,2.0,8707.069408653397,2075.8825342993696,5391.475971476383,0.7218210697174072
random,9HR_6Q_100RQT_2q_1,MILP,100,9,6,2,1,False,10362.0,11592.0,10332.0,3.0,5989.0,1540.0,3444.0,4.17
random,9HR_6Q_100RQT_2q_1,Heuristic,100,9,6,2,1,False,10504.0,11573.806564734985,10474.962633435764,3.0,6208.945060551284,1208.8553651737839,3491.6542111452545,0.7162399291992188
random,9HR_6Q_50RQT_3q_0,MILP,50,9,6,3,0,False,5616.0,5982.0,5586.0,3.0,3852.0,774.0,1862.0,1.63
random,9HR_6Q_50RQT_3q_0,Heuristic,50,9,6,3,0,False,5606.0,5983.311424850835,5576.7397463192265,3.0,3090.1324645106884,272.9874727376897,1858.9132487730756,0.2369539737701416
random,9HR_6Q_50RQT_3q_7,MILP,50,9,6,3,7,False,5522.0,6364.0,5492.0,3.0,2822.0,508.0,1830.6666666666667,1.7
random,9HR_6Q_50RQT_3q_7,Heuristic,50,9,6,3,7,False,5563.0,6368.168002142209,5533.189714251603,3.0,3034.878655471097,512.2147665323916,1844.396571417201,0.22234201431274414
random,9HR_6Q_100RQT_2q_6,MILP,100,9,6,2,6,False,10467.0,12511.0,10437.0,3.0,4335.0,2280.0,3479.0,4.16
random,9HR_6Q_100RQT_2q_6,Heuristic,100,9,6,2,6,False,10609.0,12514.552872494645,10579.80438885684,3.0,3859.720061829996,2909.2735210777378,3526.60146295228,0.7258908748626709
random,9HR_6Q_50RQT_3q_bigTW_2,MILP,50,9,6,3,2,True,5150.0,5743.0,5120.0,3.0,2503.0,631.0,1706.6666666666667,7.55
random,9HR_6Q_50RQT_3q_bigTW_2,Heuristic,50,9,6,3,2,True,5189.0,5745.337524834908,5159.754608418374,3.0,2363.0411774383583,635.5274718339609,1719.9182028061248,0.2097630500793457
random,9HR_6Q_50RQT_2q_bigTW_2,MILP,50,9,6,2,2,True,5150.0,5743.0,5120.0,3.0,2503.0,631.0,1706.6666666666667,7.91
random,9HR_6Q_50RQT_2q_bigTW_2,Heuristic,50,9,6,2,2,True,5189.0,5745.337524834908,5159.754608418374,3.0,2363.0411774383583,635.5274718339609,1719.9182028061248,0.21093487739562988
random,9HR_6Q_50RQT_2q_bigTW_5,MILP,50,9,6,2,5,True,5538.0,6255.0,5508.0,3.0,3570.0,745.0,1836.0,9.51
random,9HR_6Q_50RQT_2q_bigTW_5,Heuristic,50,9,6,2,5,True,5584.0,6257.078015706923,5554.370993587816,3.0,3291.963924341373,946.2979650094353,1851.4569978626052,0.24091100692749023
random,9HR_6Q_50RQT_3q_bigTW_5,MILP,50,9,6,3,5,True,5538.0,6255.0,5508.0,3.0,3570.0,745.0,1836.0,8.31
random,9HR_6Q_50RQT_3q_bigTW_5,Heuristic,50,9,6,3,5,True,5584.0,6257.078015706923,5554.370993587816,3.0,3291.963924341373,946.2979650094353,1851.4569978626052,0.21425700187683105
random,9HR_6Q_100RQT_2q_8,MILP,100,9,6,2,8,False,9131.0,10948.0,9101.0,3.0,6084.0,994.0,3033.6666666666665,4.0
random,9HR_6Q_100RQT_2q_8,Heuristic,100,9,6,2,8,False,9213.0,10949.950498261116,9183.1554011931,3.0,5635.216471371153,1359.7787413914534,3061.0518003977,0.6979551315307617
random,9HR_6Q_50RQT_3q_9,MILP,50,9,6,3,9,False,5207.0,6140.0,5167.0,4.0,2541.0,92.0,1291.75,1.56
random,9HR_6Q_50RQT_3q_9,Heuristic,50,9,6,3,9,False,5247.0,6141.830756876679,5207.235016676885,4.0,2910.577826209201,93.5565532720671,1301.8087541692212,0.21613693237304688
random,6HR_6Q_100RQT_3q_0,MILP,100,6,6,3,0,False,9726.0,11049.0,9696.0,3.0,6276.0,319.0,3232.0,3.54
random,6HR_6Q_100RQT_3q_0,Heuristic,100,6,6,3,0,False,9730.0,11051.81820955809,9700.350944567534,3.0,6960.002291772027,500.4854434019837,3233.4503148558447,0.6942179203033447
random,6HR_6Q_50RQT_3q_8,MILP,50,6,6,3,8,False,5078.0,5749.0,5048.0,3.0,3320.0,173.0,1682.6666666666667,1.55
random,6HR_6Q_50RQT_3q_8,Heuristic,50,6,6,3,8,False,5118.0,5751.568103179583,5088.943242133065,3.0,3462.2999569823805,176.15322334032385,1696.3144140443549,0.1893620491027832
random,6HR_6Q_100RQT_3q_7,MILP,100,6,6,3,7,False,10114.0,11447.0,10074.0,4.0,6653.0,200.0,2518.5,3.59
random,6HR_6Q_100RQT_3q_7,Heuristic,100,6,6,3,7,False,10199.0,11449.385476530722,10159.129370027433,4.0,5498.788956621008,203.19684359485512,2539.782342506858,0.6511189937591553
random,6HR_6Q_50RQT_3q_1,MILP,50,6,6,3,1,False,5291.0,5746.0,5271.0,2.0,4368.0,903.0,2635.5,1.56
random,6HR_6Q_50RQT_3q_1,Heuristic,50,6,6,3,1,False,5332.0,5767.27598092536,5312.481219522632,2.0,4556.626015215484,755.8552043071483,2656.240609761316,0.19971704483032227
random,6HR_6Q_100RQT_3q_9,MILP,100,6,6,3,9,False,10291.0,12262.0,10261.0,3.0,5318.0,2144.0,3420.3333333333335,3.56
random,6HR_6Q_100RQT_3q_9,Heuristic,100,6,6,3,9,False,10223.0,12263.115352010373,10183.9910094566,4.0,4955.8660824141,614.6919317154775,2545.99775236415,0.6955089569091797
random,6HR_6Q_50RQT_3q_6,MILP,50,6,6,3,6,False,5350.0,6020.0,5320.0,3.0,2645.0,191.0,1773.3333333333333,1.53
random,6HR_6Q_50RQT_3q_6,Heuristic,50,6,6,3,6,False,5392.0,6020.925458234952,5362.6434934940535,3.0,2720.4593037171285,192.53141112984218,1787.5478311646846,0.1898648738861084
