graph,instance,algorithm,requests,robots,capacity,demand,num_instance,isBigTW,cost,time,distance,used_vehicles,used_max,used_min,used_mean,computational_time
mountain,6HR_6Q_50RQT_3q_8,Heuristic,50,6,6,3,8,False,844.0,983.0,824.0,2.0,534.0,290.0,412.0,0.1417231559753418
mountain,6HR_6Q_100RQT_3q_7,MILP,100,6,6,3,7,False,1650.0,1963.0,1620.0,3.0,742.0,332.0,540.0,3.23
mountain,6HR_6Q_100RQT_3q_7,Heuristic,100,6,6,3,7,False,1650.0,1963.0,1630.0,2.0,1140.0,490.0,815.0,0.4922749996185303
mountain,6HR_6Q_50RQT_3q_1,MILP,50,6,6,3,1,False,820.0,959.0,790.0,3.0,478.0,122.0,263.3333333333333,0.9
mountain,6HR_6Q_50RQT_3q_1,Heuristic,50,6,6,3,1,False,812.0,959.0,792.0,2.0,434.0,358.0,396.0,0.14028191566467285
mountain,6HR_6Q_100RQT_3q_9,MILP,100,6,6,3,9,False,1760.0,2043.0,1740.0,2.0,914.0,826.0,870.0,3.17
mountain,6HR_6Q_100RQT_3q_9,Heuristic,100,6,6,3,9,False,1746.0,2043.0,1726.0,2.0,1046.0,680.0,863.0,0.49724912643432617
mountain,6HR_6Q_50RQT_3q_6,MILP,50,6,6,3,6,False,808.0,937.0,788.0,2.0,536.0,252.0,394.0,0.88
mountain,6HR_6Q_50RQT_3q_6,Heuristic,50,6,6,3,6,False,808.0,943.0,788.0,2.0,600.0,188.0,394.0,0.14721107482910156
random,3HR_6Q_100RQT_3q_4,MILP,100,3,6,3,4,False,11542.0,12685.0,11512.0,3.0,8548.0,1150.0,3837.3333333333335,3.07
random,3HR_6Q_100RQT_3q_4,Heuristic,100,3,6,3,4,False,11608.0,12688.549891493069,11578.566264231327,3.0,7719.615457296486,1580.312839635531,3859.522088077109,0.6542432308197021
random,3HR_6Q_100RQT_3q_3,MILP,100,3,6,3,3,False,10424.0,11658.0,10394.0,3.0,5155.0,749.0,3464.6666666666665,3.23
random,3HR_6Q_100RQT_3q_3,Heuristic,100,3,6,3,3,False,10510.0,11661.295534084704,10480.641661065916,3.0,5743.468193117031,491.47789889641234,3493.5472203553054,0.6208691596984863
random,3HR_6Q_50RQT_3q_6,MILP,50,3,6,3,6,False,5581.0,6020.0,5561.0,2.0,3497.0,2064.0,2780.5,1.5
random,3HR_6Q_50RQT_3q_6,Heuristic,50,3,6,3,6,False,5622.0,6020.925458234952,5602.316365394743,2.0,4032.4896087420234,1569.8267566527197,2801.1581826973716,0.17476201057434082
random,9HR_6Q_100RQT_2q_bigTW_2,MILP,100,9,6,2,2,True,9625.0,11416.0,9595.0,3.0,5599.0,552.0,3198.3333333333335,16.5
random,9HR_6Q_100RQT_2q_bigTW_2,Heuristic,100,9,6,2,2,True,9698.0,11418.091378830126,9668.567029906319,3.0,5520.374711298633,559.4309715836853,3222.8556766354395,0.7299220561981201
random,9HR_6Q_100RQT_3q_bigTW_2,MILP,100,9,6,3,2,True,9637.0,11416.0,9607.0,3.0,5569.0,552.0,3202.3333333333335,18.38
random,9HR_6Q_100RQT_3q_bigTW_2,Heuristic,100,9,6,3,2,True,9710.0,11418.091378830126,9680.744169479418,3.0,5489.796734218868,559.4309715836853,3226.914723159806,0.7080528736114502
random,9HR_6Q_100RQT_3q_bigTW_5,MILP,100,9,6,3,5,True,10249.0,11482.0,10219.0,3.0,5040.0,985.0,3406.3333333333335,18.65
random,9HR_6Q_100RQT_3q_bigTW_5,Heuristic,100,9,6,3,5,True,10272.0,11483.530250804308,10242.209998797152,3.0,5444.684013429437,881.49388653369,3414.069999599051,0.709496021270752
random,9HR_6Q_100RQT_2q_bigTW_5,MILP,100,9,6,2,5,True,10249.0,11482.0,10219.0,3.0,5040.0,985.0,3406.3333333333335,19.02
random,9HR_6Q_100RQT_2q_bigTW_5,Heuristic,100,9,6,2,5,True,10241.0,11483.530250804308,10211.52331437536,3.0,5444.684013429437,881.49388653369,3403.8411047917866,0.7198419570922852
random,3HR_6Q_50RQT_3q_1,MILP,50,3,6,3,1,False,5270.0,5766.0,5250.0,2.0,4647.0,603.0,2625.0,1.43
random,3HR_6Q_50RQT_3q_1,Heuristic,50,3,6,3,1,False,5332.0,5767.27598092536,5312.481219522632,2.0,4556.626015215484,755.8552043071483,2656.240609761316,0.17461013793945312
random,6HR_6Q_50RQT_2q_bigTW_2,MILP,50,6,6,2,2,True,5150.0,5743.0,5120.0,3.0,2639.0,495.0,1706.6666666666667,6.85
random,6HR_6Q_50RQT_2q_bigTW_2,Heuristic,50,6,6,2,2,True,5189.0,5745.337524834908,5159.754608418374,3.0,2363.0411774383583,635.5274718339609,1719.9182028061248,0.2247631549835205
random,6HR_6Q_50RQT_3q_bigTW_2,MILP,50,6,6,3,2,True,5150.0,5743.0,5120.0,3.0,2639.0,495.0,1706.6666666666667,1.82
random,6HR_6Q_50RQT_3q_bigTW_2,Heuristic,50,6,6,3,2,True,5189.0,5745.337524834908,5159.754608418374,3.0,2363.0411774383583,635.5274718339609,1719.9182028061248,0.18431615829467773
random,3HR_6Q_50RQT_3q_8,MILP,50,3,6,3,8,False,4990.0,5749.0,4960.0,3.0,2597.0,448.0,1653.3333333333333,1.46
random,3HR_6Q_50RQT_3q_8,Heuristic,50,3,6,3,8,False,5032.0,5751.568103179583,5002.079804358698,3.0,2435.047074989049,452.9354055774422,1667.3599347862328,0.1747751235961914
random,3HR_6Q_100RQT_3q_bigTW_5,MILP,100,3,6,3,5,True,10708.0,11532.0,10688.0,2.0,6951.0,3737.0,5344.0,16.05
random,3HR_6Q_100RQT_3q_bigTW_5,Heuristic,100,3,6,3,5,True,10721.0,11533.790356547106,10701.297004652823,2.0,7319.71124657974,3381.585758073082,5350.648502326411,0.6456930637359619
random,3HR_6Q_100RQT_2q_bigTW_5,MILP,100,3,6,2,5,True,10621.0,11532.0,10601.0,2.0,6823.0,3778.0,5300.5,14.86
random,3HR_6Q_100RQT_2q_bigTW_5,Heuristic,100,3,6,2,5,True,10628.0,11533.790356547106,10608.77523378733,2.0,7289.024562157946,3319.7506716293833,5304.387616893665,0.6486339569091797
random,6HR_6Q_50RQT_3q_bigTW_5,MILP,50,6,6,3,5,True,5878.0,6248.0,5858.0,2.0,4671.0,1187.0,2929.0,5.55
random,6HR_6Q_50RQT_3q_bigTW_5,Heuristic,50,6,6,3,5,True,5923.0,6249.800137265849,5903.048462325111,2.0,4974.321151243848,928.727311081263,2951.5242311625557,0.20664024353027344
random,6HR_6Q_50RQT_2q_bigTW_5,MILP,50,6,6,2,5,True,5878.0,6248.0,5858.0,2.0,4671.0,1187.0,2929.0,7.66
random,6HR_6Q_50RQT_2q_bigTW_5,Heuristic,50,6,6,2,5,True,5923.0,6249.800137265849,5903.048462325111,2.0,4974.321151243848,928.727311081263,2951.5242311625557,0.20775294303894043
random,3HR_6Q_100RQT_2q_bigTW_2,MILP,100,3,6,2,2,True,10425.0,11397.0,10405.0,2.0,9948.0,457.0,5202.5,17.13
random,3HR_6Q_100RQT_2q_bigTW_2,Heuristic,100,3,6,2,2,True,10507.0,11398.882229632052,10487.742070809294,2.0,9927.560164891715,560.1819059175803,5243.871035404647,0.766956090927124
random,3HR_6Q_100RQT_3q_bigTW_2,MILP,100,3,6,3,2,True,10462.0,11397.0,10442.0,2.0,9985.0,457.0,5221.0,16.15
random,3HR_6Q_100RQT_3q_bigTW_2,Heuristic,100,3,6,3,2,True,10545.0,11398.882229632052,10525.030758242301,2.0,9964.848852324722,560.1819059175803,5262.5153791211505,0.7450981140136719
random,3HR_6Q_100RQT_3q_2,MILP,100,3,6,3,2,False,10450.0,11463.0,10420.0,3.0,8037.0,18.0,3473.3333333333335,3.36
random,3HR_6Q_100RQT_3q_2,Heuristic,100,3,6,3,2,False,10537.0,11464.36594509111,10507.723637742369,3.0,8126.356501348641,71.65871781219437,3502.574545914123,0.6363959312438965
random,3HR_6Q_100RQT_3q_5,MILP,100,3,6,3,5,False,10757.0,11598.0,10737.0,2.0,7402.0,3335.0,5368.5,3.1
random,3HR_6Q_100RQT_3q_5,Heuristic,100,3,6,3,5,False,10763.0,11540.345879538725,10733.534277628947,3.0,6171.197656586301,1460.499198702858,3577.844759209649,0.6063549518585205
random,6HR_6Q_50RQT_3q_bigTW_4,MILP,50,6,6,3,4,True,5327.0,6129.0,5307.0,2.0,4150.0,1157.0,2653.5,1.86
random,6HR_6Q_50RQT_3q_bigTW_4,Heuristic,50,6,6,3,4,True,5368.0,6130.377102466389,5348.834128307357,2.0,4179.279059572263,1169.5550687350938,2674.4170641536784,0.2049119472503662
random,6HR_6Q_50RQT_2q_bigTW_4,MILP,50,6,6,2,4,True,5327.0,6129.0,5307.0,2.0,4150.0,1157.0,2653.5,8.42
random,6HR_6Q_50RQT_2q_bigTW_4,Heuristic,50,6,6,2,4,True,5368.0,6130.377102466389,5348.834128307357,2.0,4179.279059572263,1169.5550687350938,2674.4170641536784,0.20547008514404297
random,3HR_6Q_100RQT_2q_bigTW_3,MILP,100,3,6,2,3,True,10268.0,11565.0,10238.0,3.0,5164.0,856.0,3412.6666666666665,16.13
random,3HR_6Q_100RQT_2q_bigTW_3,Heuristic,100,3,6,2,3,True,10345.0,11569.166825450466,10315.011804015721,3.0,5876.674463534645,600.1662796319483,3438.3372680052403,0.6389129161834717
random,3HR_6Q_100RQT_3q_bigTW_3,MILP,100,3,6,3,3,True,10268.0,11565.0,10238.0,3.0,5164.0,856.0,3412.6666666666665,16.41
random,3HR_6Q_100RQT_3q_bigTW_3,Heuristic,100,3,6,3,3,True,10345.0,11569.166825450466,10315.011804015721,3.0,5876.674463534645,600.1662796319483,3438.3372680052403,0.6502399444580078
random,6HR_6Q_50RQT_2q_bigTW_3,MILP,50,6,6,2,3,True,5332.0,6167.0,5302.0,3.0,3809.0,651.0,1767.3333333333333,9.59
random,6HR_6Q_50RQT_2q_bigTW_3,Heuristic,50,6,6,2,3,True,5384.0,6106.66776494164,5354.808061993822,3.0,3692.9306619514423,659.3856484958716,1784.9360206646072,0.19332623481750488
random,3HR_6Q_50RQT_3q_9,MILP,50,3,6,3,9,False,5463.0,6118.0,5443.0,2.0,4174.0,1269.0,2721.5,1.44
random,3HR_6Q_50RQT_3q_9,Heuristic,50,3,6,3,9,False,5462.0,6119.9738674289665,5442.919446120995,2.0,4066.298223303267,1376.6212228177283,2721.4597230604977,0.17398715019226074
random,6HR_6Q_50RQT_3q_bigTW_3,MILP,50,6,6,3,3,True,5332.0,6167.0,5302.0,3.0,3809.0,651.0,1767.3333333333333,1.99
random,6HR_6Q_50RQT_3q_bigTW_3,Heuristic,50,6,6,3,3,True,5390.0,6106.66776494164,5360.027755470259,3.0,3698.1503554278793,659.3856484958716,1786.6759184900864,0.19527316093444824
random,3HR_6Q_100RQT_3q_bigTW_4,MILP,100,3,6,3,4,True,11678.0,12734.0,11658.0,2.0,9381.0,2277.0,5829.0,16.49
random,3HR_6Q_100RQT_3q_bigTW_4,Heuristic,100,3,6,3,4,True,11811.0,12673.582829372272,11791.465939174466,2.0,8435.712686711564,3355.753252462902,5895.732969587233,0.6803989410400391
random,3HR_6Q_100RQT_2q_bigTW_4,MILP,100,3,6,2,4,True,11576.0,12678.0,11556.0,2.0,9279.0,2277.0,5778.0,15.19
random,3HR_6Q_100RQT_2q_bigTW_4,Heuristic,100,3,6,2,4,True,11765.0,12673.582829372272,11745.508428681384,2.0,8389.755176218481,3355.753252462902,5872.754214340692,0.6753902435302734
random,3HR_6Q_50RQT_3q_0,MILP,50,3,6,3,0,False,5729.0,5982.0,5709.0,2.0,3781.0,1928.0,2854.5,1.5
random,3HR_6Q_50RQT_3q_0,Heuristic,50,3,6,3,0,False,5769.0,5983.311424850835,5749.231846263235,2.0,4238.771341206345,1510.4605050568898,2874.6159231316174,0.17222189903259277
random,9HR_6Q_100RQT_3q_bigTW_4,MILP,100,9,6,3,4,True,11787.0,12734.0,11767.0,2.0,10303.0,1464.0,5883.5,19.55
random,9HR_6Q_100RQT_3q_bigTW_4,Heuristic,100,9,6,3,4,True,11887.0,12724.27578914047,11867.190831346457,2.0,9818.201736766916,2048.989094579541,5933.595415673229,0.8304660320281982
random,9HR_6Q_100RQT_2q_bigTW_4,MILP,100,9,6,2,4,True,11684.0,12678.0,11664.0,2.0,10200.0,1464.0,5832.0,18.21
random,9HR_6Q_100RQT_2q_bigTW_4,Heuristic,100,9,6,2,4,True,11801.0,12684.75523926429,11781.712770977194,2.0,9732.723676397653,2048.989094579541,5890.856385488597,0.8192610740661621
random,9HR_6Q_100RQT_2q_bigTW_3,MILP,100,9,6,2,3,True,10318.0,11565.0,10288.0,3.0,4955.0,1115.0,3429.3333333333335,19.93
random,9HR_6Q_100RQT_2q_bigTW_3,Heuristic,100,9,6,2,3,True,10360.0,11569.166825450466,10330.089177319685,3.0,6189.992148754683,860.5393263703862,3443.3630591065616,0.7338531017303467
random,9HR_6Q_100RQT_3q_bigTW_3,MILP,100,9,6,3,3,True,10318.0,11565.0,10288.0,3.0,4955.0,1115.0,3429.3333333333335,20.09
random,9HR_6Q_100RQT_3q_bigTW_3,Heuristic,100,9,6,3,3,True,10360.0,11569.166825450466,10330.089177319685,3.0,6189.992148754683,860.5393263703862,3443.3630591065616,0.732154130935669
random,3HR_6Q_50RQT_3q_7,MILP,50,3,6,3,7,False,5597.0,6325.0,5567.0,3.0,3119.0,462.0,1855.6666666666667,1.43
random,3HR_6Q_50RQT_3q_7,Heuristic,50,3,6,3,7,False,5563.0,6368.168002142209,5533.189714251603,3.0,2845.2708012400144,512.2147665323916,1844.396571417201,0.17043709754943848
random,3HR_6Q_100RQT_2q_2,MILP,100,3,6,2,2,False,10438.0,11463.0,10408.0,3.0,8025.0,18.0,3469.3333333333335,3.0
random,3HR_6Q_100RQT_2q_2,Heuristic,100,3,6,2,2,False,10525.0,11464.36594509111,10495.546498169271,3.0,8114.179361775543,71.65871781219437,3498.515499389757,0.6495578289031982
random,3HR_6Q_100RQT_2q_5,MILP,100,3,6,2,5,False,10757.0,11598.0,10737.0,2.0,7402.0,3335.0,5368.5,3.03
random,3HR_6Q_100RQT_2q_5,Heuristic,100,3,6,2,5,False,10732.0,11540.345879538725,10702.847593207152,3.0,6140.510972164506,1460.499198702858,3567.615864402384,0.6046481132507324
random,3HR_6Q_50RQT_2q_9,MILP,50,3,6,2,9,False,5463.0,6118.0,5443.0,2.0,4174.0,1269.0,2721.5,1.45
random,3HR_6Q_50RQT_2q_9,Heuristic,50,3,6,2,9,False,5462.0,6119.9738674289665,5442.919446120995,2.0,4066.298223303267,1376.6212228177283,2721.4597230604977,0.17462491989135742
random,3HR_6Q_50RQT_2q_0,MILP,50,3,6,2,0,False,5729.0,5982.0,5709.0,2.0,3781.0,1928.0,2854.5,1.49
random,3HR_6Q_50RQT_2q_0,Heuristic,50,3,6,2,0,False,5769.0,5983.311424850835,5749.231846263235,2.0,4238.771341206345,1510.4605050568898,2874.6159231316174,0.17394185066223145
random,3HR_6Q_50RQT_2q_7,MILP,50,3,6,2,7,False,5597.0,6325.0,5567.0,3.0,3119.0,462.0,1855.6666666666667,1.38
random,3HR_6Q_50RQT_2q_7,Heuristic,50,3,6,2,7,False,5563.0,6368.168002142209,5533.189714251603,3.0,2845.2708012400144,512.2147665323916,1844.396571417201,0.16983389854431152
random,3HR_6Q_100RQT_2q_4,MILP,100,3,6,2,4,False,11496.0,12685.0,11466.0,3.0,8502.0,1150.0,3822.0,3.01
random,3HR_6Q_100RQT_2q_4,Heuristic,100,3,6,2,4,False,11562.0,12688.549891493069,11532.608753738245,3.0,7673.657946803403,1580.312839635531,3844.202917912748,0.6651723384857178
random,3HR_6Q_100RQT_2q_3,MILP,100,3,6,2,3,False,10424.0,11658.0,10394.0,3.0,5155.0,749.0,3464.6666666666665,3.13
random,3HR_6Q_100RQT_2q_3,Heuristic,100,3,6,2,3,False,10510.0,11661.295534084704,10480.641661065916,3.0,5743.468193117031,491.47789889641234,3493.5472203553054,0.6244888305664062
random,3HR_6Q_50RQT_2q_6,MILP,50,3,6,2,6,False,5581.0,6020.0,5561.0,2.0,3497.0,2064.0,2780.5,1.52
random,3HR_6Q_50RQT_2q_6,Heuristic,50,3,6,2,6,False,5622.0,6020.925458234952,5602.316365394743,2.0,4032.4896087420234,1569.8267566527197,2801.1581826973716,0.1757049560546875
random,3HR_6Q_50RQT_2q_1,MILP,50,3,6,2,1,False,5253.0,5766.0,5233.0,2.0,4826.0,407.0,2616.5,1.55
random,3HR_6Q_50RQT_2q_1,Heuristic,50,3,6,2,1,False,5314.0,5767.27598092536,5294.221996259455,2.0,4880.222134430257,413.99986182919827,2647.1109981297277,0.1761479377746582
random,3HR_6Q_50RQT_2q_8,MILP,50,3,6,2,8,False,4982.0,5749.0,4952.0,3.0,2589.0,448.0,1650.6666666666667,1.47
random,3HR_6Q_50RQT_2q_8,Heuristic,50,3,6,2,8,False,5023.0,5751.568103179583,4993.918639499706,3.0,2526.5224467975413,452.9354055774422,1664.639546499902,0.15838193893432617
random,6HR_6Q_100RQT_3q_bigTW_4,MILP,100,6,6,3,4,True,11678.0,12734.0,11658.0,2.0,9381.0,2277.0,5829.0,15.68
random,6HR_6Q_100RQT_3q_bigTW_4,Heuristic,100,6,6,3,4,True,11811.0,12673.582829372272,11791.465939174466,2.0,8435.712686711564,3355.753252462902,5895.732969587233,0.7524909973144531
random,6HR_6Q_100RQT_2q_bigTW_4,MILP,100,6,6,2,4,True,11618.0,12720.0,11598.0,2.0,9321.0,2277.0,5799.0,16.1
random,6HR_6Q_100RQT_2q_bigTW_4,Heuristic,100,6,6,2,4,True,11765.0,12673.582829372272,11745.508428681384,2.0,8389.755176218481,3355.753252462902,5872.754214340692,0.7324600219726562
random,3HR_6Q_50RQT_2q_bigTW_1,MILP,50,3,6,2,1,True,5292.0,5700.0,5272.0,2.0,4871.0,401.0,2636.0,6.81
random,3HR_6Q_50RQT_2q_bigTW_1,Heuristic,50,3,6,2,1,True,5329.0,5701.792265466303,5309.919124317448,2.0,4903.032826391616,406.8862979258317,2654.959562158724,0.1864488124847412
random,3HR_6Q_50RQT_3q_bigTW_1,MILP,50,3,6,3,1,True,5292.0,5700.0,5272.0,2.0,4871.0,401.0,2636.0,5.8
random,3HR_6Q_50RQT_3q_bigTW_1,Heuristic,50,3,6,3,1,True,5329.0,5701.792265466303,5309.919124317448,2.0,4903.032826391616,406.8862979258317,2654.959562158724,0.18769001960754395
random,6HR_6Q_100RQT_2q_4,MILP,100,6,6,2,4,False,11496.0,12685.0,11466.0,3.0,8502.0,1150.0,3822.0,3.47
random,6HR_6Q_100RQT_2q_4,Heuristic,100,6,6,2,4,False,11562.0,12688.549891493069,11532.608753738245,3.0,7673.657946803403,1580.312839635531,3844.202917912748,0.7082939147949219
random,6HR_6Q_100RQT_2q_bigTW_3,MILP,100,6,6,2,3,True,10268.0,11565.0,10238.0,3.0,5570.0,450.0,3412.6666666666665,17.17
random,6HR_6Q_100RQT_2q_bigTW_3,Heuristic,100,6,6,2,3,True,10311.0,11569.166825450466,10281.282175644757,3.0,6401.558193818193,600.1662796319483,3427.0940585482526,0.6900651454925537
random,6HR_6Q_100RQT_3q_bigTW_3,MILP,100,6,6,3,3,True,10268.0,11565.0,10238.0,3.0,5570.0,450.0,3412.6666666666665,17.34
random,6HR_6Q_100RQT_3q_bigTW_3,Heuristic,100,6,6,3,3,True,10311.0,11569.166825450466,10281.282175644757,3.0,6401.558193818193,600.1662796319483,3427.0940585482526,0.693544864654541
random,6HR_6Q_100RQT_2q_3,MILP,100,6,6,2,3,False,10246.0,11630.0,10206.0,4.0,5022.0,343.0,2551.5,3.79
random,6HR_6Q_100RQT_2q_3,Heuristic,100,6,6,2,3,False,10454.0,11634.650540909523,10414.077955367187,4.0,6443.309971502319,82.4100245542016,2603.519488841797,0.6919779777526855
random,3HR_6Q_50RQT_3q_bigTW_6,MILP,50,3,6,3,6,True,5547.0,5954.0,5527.0,2.0,3829.0,1698.0,2763.5,7.09
random,3HR_6Q_50RQT_3q_bigTW_6,Heuristic,50,3,6,3,6,True,5634.0,5955.441742775895,5614.1375783887615,2.0,3904.671615888981,1709.4659624997812,2807.0687891943808,0.1785900592803955
random,3HR_6Q_50RQT_2q_bigTW_6,MILP,50,3,6,2,6,True,5547.0,5954.0,5527.0,2.0,3829.0,1698.0,2763.5,6.43
random,3HR_6Q_50RQT_2q_bigTW_6,Heuristic,50,3,6,2,6,True,5586.0,5955.441742775895,5566.717564432549,2.0,3857.251601932768,1709.4659624997812,2783.3587822162744,0.18116998672485352
random,6HR_6Q_50RQT_2q_5,MILP,50,6,6,2,5,False,5878.0,6313.0,5858.0,2.0,4671.0,1187.0,2929.0,1.55
random,6HR_6Q_50RQT_2q_5,Heuristic,50,6,6,2,5,False,5923.0,6315.283852724906,5903.048462325111,2.0,4974.321151243848,928.727311081263,2951.5242311625557,0.20643877983093262
random,3HR_6Q_50RQT_2q_bigTW_8,MILP,50,3,6,2,8,True,5044.0,5683.0,5024.0,2.0,3891.0,1133.0,2512.0,8.43
random,3HR_6Q_50RQT_2q_bigTW_8,Heuristic,50,3,6,2,8,True,5082.0,5686.084387720526,5062.4970068539515,2.0,4035.480279654036,1027.0167271999148,2531.2485034269757,0.17702889442443848
random,3HR_6Q_50RQT_3q_bigTW_8,MILP,50,3,6,3,8,True,5041.0,5683.0,5021.0,2.0,3888.0,1133.0,2510.5,6.1
random,3HR_6Q_50RQT_3q_bigTW_8,Heuristic,50,3,6,3,8,True,5079.0,5686.084387720526,5059.674345663439,2.0,4032.657618463525,1027.0167271999148,2529.8371728317197,0.17529010772705078
random,6HR_6Q_50RQT_2q_2,MILP,50,6,6,2,2,False,5130.0,5809.0,5100.0,3.0,2878.0,409.0,1700.0,1.54
random,6HR_6Q_50RQT_2q_2,Heuristic,50,6,6,2,2,False,5189.0,5810.821240293965,5159.754608418374,3.0,2363.0411774383583,635.5274718339609,1719.9182028061248,0.18329906463623047
random,9HR_6Q_50RQT_2q_4,MILP,50,9,6,2,4,False,5272.0,6194.0,5242.0,3.0,2694.0,944.0,1747.3333333333333,1.61
random,9HR_6Q_50RQT_2q_4,Heuristic,50,9,6,2,4,False,5314.0,6188.609416964943,5284.314528374028,3.0,2869.4285230188357,1024.4136388608895,1761.438176124676,0.2123126983642578
random,9HR_6Q_100RQT_3q_5,MILP,100,9,6,3,5,False,10342.0,11548.0,10312.0,3.0,4976.0,1027.0,3437.3333333333335,4.29
random,9HR_6Q_100RQT_3q_5,Heuristic,100,9,6,3,5,False,10409.0,11549.013966263365,10379.468138626084,3.0,5189.604758699659,918.0276820647068,3459.822712875361,0.7030367851257324
random,9HR_6Q_100RQT_3q_2,MILP,100,9,6,3,2,False,9721.0,11482.0,9681.0,4.0,5637.0,552.0,2420.25,4.12
random,9HR_6Q_100RQT_3q_2,Heuristic,100,9,6,3,2,False,9793.0,11483.575094289183,9753.436134337462,4.0,5436.4904962123455,559.4309715836853,2438.3590335843655,0.6958217620849609
random,9HR_6Q_50RQT_2q_3,MILP,50,9,6,2,3,False,5250.0,6223.0,5220.0,3.0,2603.0,1300.0,1740.0,1.6
random,9HR_6Q_50RQT_2q_3,Heuristic,50,9,6,2,3,False,5290.0,6225.530357159845,5260.70528909414,3.0,2623.210723580665,1308.7712446381865,1753.5684296980469,0.2130739688873291
random,3HR_6Q_50RQT_2q_bigTW_9,MILP,50,3,6,2,9,True,5595.0,6087.0,5575.0,2.0,5486.0,89.0,2787.5,6.05
random,3HR_6Q_50RQT_2q_bigTW_9,Heuristic,50,3,6,2,9,True,5632.0,6092.437907340881,5612.795049320406,2.0,5522.292322142038,90.50272717836805,2806.397524660203,0.1993849277496338
random,3HR_6Q_50RQT_3q_bigTW_9,MILP,50,3,6,3,9,True,5595.0,6087.0,5575.0,2.0,5486.0,89.0,2787.5,7.05
random,3HR_6Q_50RQT_3q_bigTW_9,Heuristic,50,3,6,3,9,True,5632.0,6092.437907340881,5612.795049320406,2.0,5522.292322142038,90.50272717836805,2806.397524660203,0.19839692115783691
random,6HR_6Q_50RQT_2q_3,MILP,50,6,6,2,3,False,5295.0,6232.0,5255.0,4.0,3266.0,187.0,1313.75,1.5
random,6HR_6Q_50RQT_2q_3,Heuristic,50,6,6,2,3,False,5336.0,6172.1514804006965,5296.450490358585,4.0,2550.033120198123,341.3215759886409,1324.1126225896462,0.18677616119384766
random,6HR_6Q_50RQT_2q_4,MILP,50,6,6,2,4,False,5243.0,6194.0,5213.0,3.0,2700.0,1087.0,1737.6666666666667,1.51
random,6HR_6Q_50RQT_2q_4,Heuristic,50,6,6,2,4,False,5286.0,6188.609416964943,5256.532282976948,3.0,2776.5048477475525,1169.5550687350938,1752.1774276589829,0.19225502014160156
random,6HR_6Q_100RQT_2q_bigTW_2,MILP,100,6,6,2,2,True,9626.0,11397.0,9596.0,3.0,5599.0,553.0,3198.6666666666665,17.15
random,6HR_6Q_100RQT_2q_bigTW_2,Heuristic,100,6,6,2,2,True,9699.0,11398.882229632052,9669.317964240214,3.0,5520.374711298633,560.1819059175803,3223.1059880800713,0.6702940464019775
random,6HR_6Q_100RQT_3q_bigTW_2,MILP,100,6,6,3,2,True,9638.0,11397.0,9608.0,3.0,5569.0,553.0,3202.6666666666665,15.41
random,6HR_6Q_100RQT_3q_bigTW_2,Heuristic,100,6,6,3,2,True,9711.0,11398.882229632052,9681.495103813313,3.0,5489.796734218868,560.1819059175803,3227.1650346044376,0.6887471675872803
random,3HR_6Q_50RQT_3q_bigTW_7,MILP,50,3,6,3,7,True,5521.0,6260.0,5491.0,3.0,3408.0,544.0,1830.3333333333333,7.02
random,3HR_6Q_50RQT_3q_bigTW_7,Heuristic,50,3,6,3,7,True,5559.0,6302.684286683152,5529.2386701844,3.0,3085.5570514733836,512.2147665323916,1843.0795567281332,0.1754469871520996
random,3HR_6Q_50RQT_2q_bigTW_7,MILP,50,3,6,2,7,True,5521.0,6260.0,5491.0,3.0,3372.0,544.0,1830.3333333333333,7.39
random,3HR_6Q_50RQT_2q_bigTW_7,Heuristic,50,3,6,2,7,True,5559.0,6302.684286683152,5529.2386701844,3.0,3085.5570514733836,512.2147665323916,1843.0795567281332,0.176131010055542
random,6HR_6Q_100RQT_2q_2,MILP,100,6,6,2,2,False,9876.0,11463.0,9846.0,3.0,5434.0,553.0,3282.0,3.37
random,6HR_6Q_100RQT_2q_2,Heuristic,100,6,6,2,2,False,9949.0,11464.36594509111,9919.307517248677,3.0,5353.952935391862,560.1819059175803,3306.4358390828925,0.6544289588928223
random,6HR_6Q_100RQT_3q_bigTW_5,MILP,100,6,6,3,5,True,10708.0,11532.0,10688.0,2.0,6951.0,3737.0,5344.0,17.52
random,6HR_6Q_100RQT_3q_bigTW_5,Heuristic,100,6,6,3,5,True,10721.0,11533.790356547106,10701.297004652823,2.0,7319.71124657974,3381.585758073082,5350.648502326411,0.6905829906463623
random,6HR_6Q_100RQT_2q_bigTW_5,MILP,100,6,6,2,5,True,10599.0,11532.0,10579.0,2.0,6801.0,3778.0,5289.5,18.6
random,6HR_6Q_100RQT_2q_bigTW_5,Heuristic,100,6,6,2,5,True,10628.0,11533.790356547106,10608.77523378733,2.0,7289.024562157946,3319.7506716293833,5304.387616893665,0.6970739364624023
random,6HR_6Q_100RQT_2q_5,MILP,100,6,6,2,5,False,10757.0,11598.0,10737.0,2.0,7402.0,3335.0,5368.5,3.55
random,6HR_6Q_100RQT_2q_5,Heuristic,100,6,6,2,5,False,10732.0,11540.345879538725,10702.847593207152,3.0,6140.510972164506,1460.499198702858,3567.615864402384,0.6758131980895996
random,3HR_6Q_50RQT_2q_bigTW_0,MILP,50,3,6,2,0,True,5649.0,5917.0,5629.0,2.0,3921.0,1708.0,2814.5,5.46
